team,association,variable,Unit,Date,Value
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M6,37
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M7,27
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M8,26
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M9,21
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M10,17
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M11,17
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M12,15
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M2,16
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M3,13
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M4,15
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M5,18
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M7,10
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M8,10
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M9,10
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M10,14
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M11,16
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M12,15
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M1,15
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M2,14
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M3,14
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M4,14
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M5,13
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M6,27
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M7,11
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M8,11
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M9,14
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M10,16
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M11,13
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M12,13
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M1,12
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M2,12
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M3,14
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M4,13
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M5,13
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M6,11
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M7,15
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M8,15
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M9,14
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M10,17
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M11,21
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M12,26
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M1,30
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M2,23
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M3,22
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M4,23
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M5,23
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M6,25
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M7,21
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M8,21
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M9,16
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M10,12
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M11,15
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M12,15
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M1,15
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M2,14
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M3,15
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M4,14
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M5,13
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M6,14
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M7,12
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M8,12
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M9,12
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M10,13
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M11,14
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M12,14
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M1,14
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M2,14
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M3,15
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M4,16
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M5,16
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M6,19
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M7,11
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M8,10
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M9,8
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M10,9
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M11,5
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M12,5
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M1,5
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M2,5
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M3,5
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M4,3
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M5,3
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M6,5
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M7,5
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M8,5
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M9,6
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M10,6
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M11,4
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M12,4
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M1,4
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M2,4
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M3,4
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M4,4
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M5,4
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M6,4
Colombia,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M8,19
Colombia,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M9,19
Colombia,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M10,19
Colombia,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M11,21
Colombia,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M12,21
